Text,Label
u irgend ufene wääg han ii,BE
dasch no vor em chrieg ggsìì,LU
ja oder d fründine das chan ich nöd säge,ZH
und al min maa het chöne go schaffe und het chöne go zäichnen und chöne daas mache,BS
da isch jo e liäbe proteschtant gsi oder,BS
dä wil ich äbe s gfǜǜl ghaa ha dä mǜs ììch go umbrìnge,LU
u mis mueti het,BE
es isch esoo schöön am hang a,BE
klaar sii,ZH
und wils het jo de wemmers öppe einisch hie und daa het me den,BE
mùs vìlecht no voruus schìke,LU
daa han ich aso gwüsst da hämer aso,ZH
ùnd die hend schiinbar d chìnd seer die hend üüs kaugumi ggää das ìsch natüürlech,LU
hèt seer gueti bezijige gha wältwit nìt,BS
wander ezeteraa di das het me eersch nächheer,BE
sig es britischi oder amerikhaanischi bomber über d schwiz und s passieri nüt,BS
vo däre mission meer oder weeniger hm,BS
also häi mir beziejig ghaa dezue seer noochi beziejig wägedäm häi mir aso,BS
irgendwie vetäilt sich das,ZH
das me da säit ja ez gaat mer also in das ungewisse,ZH
die sind nattüürli dän uf dène bänkli umeghokt,ZH
als schwiizer gfüült,ZH
jajaa im im,BE
en öpfu esoo,LU
die hend is alig scho verzeut mer het de wider das züüg wider echli vergässe aber die hend scho schwääri ziite ghaa,LU
de ängländer de bibisii wǜu dä au tüütsch gredt het,LU
näi au in zürich au in zürich ja jaa,ZH
oder für d aijer hesch läbesmitelgupò̃ò̃ pruucht,LU
wenn er se doo dürebringi,BE
sache wo mer mǜssti berüksichtige vo de säbe ziit das ìsch äbe di,LU
döt hemmer de tipp wider über gcha,LU
de hei mer e leerer ghaa,BE
han ìch nìd s gfǜu gha das sìg ǜberzüügig fǜr öppis guets,LU
bi de mariine haaii en sumer lang z verbringen uf z verbringen uf der insle helgoland,ZH
nach goulden uusgrächnet nach goulden womer ja daa letschti die gschicht ghaa händ,ZH
ergää hend,LU
d hitlerreede sind übertrait worden all die veranschtaltige das het vorrang gchaa bevor überhaupt dò i de schwiz öppis gange,LU
aso s isch d chinderorganisazioon gsii deet vo de schpanische sozialistische juged,ZH
de hani no es welo ghaa im gang inne vo mim maa,LU
wi söu i säge,BE
u drei taag scharffe ǜberchoo das sii eifacht no so,BE
han äigentlich en schreken überchoo da daas chani scho säge,ZH
tüütschfintlichi schtelig mit ois z reden äu d änglischleereri freläin fre tokter possert hät sich seer möse weere,ZH
uufgrütlet es hät scho jugendlichi ghaa wo das vil mee ghaa aber,ZH
das han ìch aifecht nie,LU
s wüürd also z wiit füere,ZH
woo d ängländer ganz,BS
echli druf iigschteut gsii,BE
fremdi oder oder das het ǜberhoupt kener gescht und nüt ìsch fertig gsìì ìsch,BE
militèèrischi uusbildig isch äu im viereviirzgi,ZH
aber das ìsch aso baasel hät me nìt chöne heebe,BS
i sinere chranketsziit de raadio,ZH
jä fremdelegioon gsìì,BS
ùnd den het me ghöört wie de mussoliini,LU
das hät überhäupt nöd,ZH
aber s ìsch immer nò gangen i ha immer nò chönne louffe bìs bìs iez do de letscht,LU
nie tuschet worum het mer jez das nìd chönne organisiere,BE
und äine het em falsche momänt,LU
isch me natürlig scho e bizli nümm,BS
nei nei de häti,BE
drùm folgid die aber vo de tüüschte soldaate han ìch nìd begrìffe,LU
aber wämer so jung isch no,ZH
händ scho jò main hütte,BS
wo me eerscht mit nüunze gganngen ìsch nìt,BS
aber ich hans au,ZH
ììri dänz ufgfüürt do häimer aso verschììdeni,BS
ùnd si säged er müss det unden ine choo sii er,LU
ja ebe ich seg komunischt han i gsäit näi losed si ich bi nid komunischt,ZH
praktisch leereruusbildig gmacht ha deet im hirschegrabeschuelhuus,ZH
uf lozärn isch er cho,LU
ìsch hütten e,BS
isch s im de bewusst gsi me eigenlech rächnigsschtung hei,BE
weme abglööst isch isch me esoo hei das me möglichscht,BE
öber de guet rapportiert het,LU
glaub öppen e halb dozet jä,BS
de iidruk wo me daa ghaa hät und,ZH
dò hèt me so bizli sandsegg im züüg inne ghaa ùnd,BS
rütle das me die pfööl inegschlage hät,ZH
u de,BE
ùnd das hemmer de mit de wärchschtat wo beschtande het,LU
ìsch de natüürli verphöönt gsii,LU
oberscht höön und so witer,BS
wär vo de regierigsröt au,BS
weenig aber miini eltere sìnd ìmmer ggange au öppen e mòl uf zǜri,LU
bis mir hend s de ändlech emol däm,LU
da hemmer natürli scho e wuet übercho wi de glich,LU
wi reagiirt der bundesraat denn,BE
ùnd dò ìsch nìt gmuurt woorde khoomischer wiis,BS
dä isch aber bim britische käimdienscht gsi,LU
das ez die truppe,BE
und es isch soo gsii das me da,ZH
mi scheff nach südamerikha er isch,BS
ou näi wie hät er ghäisse jaa,ZH
liechti schwääri maschinegweer,BE
jedi göbelsreed ghöört jedi frikreed reed ghöört,ZH
nachär han ich nur no glägehäit ghaa d erzieigsdirekzioon echli a d bande z truke,ZH
s het de scho nò schurnalischte ggää woo de rächt tüütlìch gschrìbe hend,LU
nei mit dene isch mer immer guet uuschoo,BE
und das züüg aus das fürchterleche,BE
nachtalarm ghaa wüsse sii dr alarm wens alarm gee het het si müese uuslööse oder soo,BS
buech ǜǜberchoo v,BS
und me mir häi,BS
schtrou u nüt drunder he,BE
aber hei gseit ou gööt nume isch ir oornig,BE
das isch die hundertfüfzg jaar,LU
und ab em achzääten altersjoor,BS
was hani e hufe sache gmacht aber aini vo däne,BS
ùnd händne laaborbläz gää biischpilswiis in baasel,BS
die ainte sìnd de hüt mus me säge tùmmerwiis wiiter nòch frankriich,LU
e tüütsche der,LU
de pawaart pawi het mer dem gseit uf bäärndüütsch,BE
i deert im i de garteschtat,BE
im wìnter das ìsch de chalte wìnter ggsìì,LU
jedefalls hemmer also jede immer,BS
das het s bi mir natürli ned ggää,BS
dasch jez nìd der äinzig gsìì aber dää ìsch e ganz e groossi,BS
m und aus bereitgschteut,BE
und hi dä uf draas,BE
tante gsii daa im zollikerbäärg,ZH
u näher bin i äbe nach,BE
echli schpööter ä soo siini,ZH
tütschi gränzgmei uf üser site isch s,BE
ond der döt bin ich,BS
ùnd mit sine brofezeijige in main khampf hèt chöne zaige,BS
und gueti uifsäz schrììbe,LU
ùnd das sind also g dää hèt nadüürlìch,BS
aber nie schpontaan ùnd si hend au weenig glachet,LU
bi dänn aber durch de,ZH
oder däre frau gä,BS
si isch zwaar nid politisch aber si isch im faupheeodee gsii,ZH
nä händ si am an dr schtrooss händ si,BS
den uf grund vo dene bromil wo mììr im fäldschtächer feschgschtelt händ,BS
die send gmarschiert aus hätted si de siig scho i de täsche mer wärid die wo dò,LU
tächnische daate drinne gsii,BE
imene katolische häim,ZH
und dänn sind,ZH
uf öis schwiz uf d schwiiz sälber,BS
jaa das isch es und en ruksak,ZH
kääliin minere mueter jaa,ZH
mer händ denn also scho vorhär e familie bi uns,BS
gegenǜber dene phanzer nìt wo phoolen ǜberrolt hèt nìt,BS
aber also me hed gmacht was me hed khönne me het au ggluegt das men iri,BS
immer verusse ggässe de chalte winter,ZH
an däm was was men emol,BS
hemmer e kais höi ghaa,LU
wo äim mumm ggää händ und,ZH
e guete fründin hed denn mi frau,BS
mir si zum biischpiu uf d fule das ìsch ou no zerzöuue,BE
telefonieri uf schafhuse,BE
driissgi aa äinedriissgi aa wo di groossi kriise choo isch,ZH
i han aso scho gmerkt gha aso ich has ich hanen,ZH
und häi dene no gjassed und den ìsch gsunge woorde,BS
miin halbbrüeder isch ja dänn ebe nach boninge,ZH
di flüchtlinge da hei mer schoo z ramse hei mer,BE
guet üsi leereri ìsch deet seer schwäär chrank gsii,LU
was das für en schok gsii isch,ZH
do hani efach de ganzi,LU
die hei säuber ja ja,BE
iizoge woorde,ZH
ooni das mers gwüsst het bin ìch seer schweer chrank gsìì han e daarmtuberkuloose ghaa,BS
aber wem mer jez luegt in frankriich,LU
gwüsse doo chöne säge i dären underredig ändi de,ZH
das isch eigenlech e beschäftigung,BE
hahaha,BE
fascht ooni groossi össeri iiflüss,BS
du no chli mee entsezt gsii,BE
hèt er khönne seer schööni feerieraise mache,BS
zmits ins dorf gange und het dört afo zäichne bi nacht,BS
und das isch dän echli vil gsii wil,ZH
es esch ganz enteressant,LU
wo hät söuue i dr grooss kampf gaa nächher,BE
ùnd d ööschteriicher,LU
jo ich ha immer nakt ich ha nakt padet,BS
i dem huus,ZH
ich ha doo äu di eerschte bilder gsee us de sowjetunioon us de ukräine mit toote puure,ZH
ùnd gfüüret ìsch woorde dur de ofe,LU
baanglais isch denn nümme passierbar gsi dä zug isch hed nümme khönne witerfaare,BS
i irem zìmmer im elterezìmmer hets de biecht gha dasch dò ganz wiiss ggsìì,LU
vo vom friz,BS
die händ me hät doo ja das woort schwaabe pruucht mer hät nöd naazi gsäit oder,ZH
dasch de nach em chrieg gsìì,BE
und dänn han ich natüülich echli,ZH
alsoo gebore achte januar füfezwänzg in bäärn,BE
aso wèèr siich hät welen informiere,ZH
aber mer häi mer häis äu soo ghaa mit de schwiizer,BS
und die het me den müesse uf blättere formulaar usfülle,BE
die schaffi bi ine i der kantine er kenni die scho lang,BE
ggange vo ängland und frankriich mit de sowjetunioon,ZH
wie die morò̃ò̃maschinne behilfflìch gsì sind dene,BS
ich ha no e seer e,BS
dokumenttiere cha,LU
d mäitili händ ä törfe chochschtele boue und füür mache,ZH
wen den die hai sind guet mer hend,LU
und di hend nu gwüssni schtudänten usgwäut,LU
denn het me die khontrolliert,BS
wenn si saage frooge würde jä sind si religiöös gsii in däm theka ghlubb nä würd i saage huh,BS
seer vǜu mit häärdöpfu uf iggs aarte härdöpfu,LU
un schpööter han i als gäärtner z muuri gschaffet,BE
jaa das isch z ramse gsii,BE
ne han i gseit ja i de schwiz,BE
wenigschtens im gränzgebiet,BE
und deet hämmiir öisi,ZH
der schtalin hetti nie welle nakt baade gse gäll,BS
aafangs,ZH
d tùùrnhalle sind de plö̀zlìch belait woorde vo de soldaate,LU
sondern mi het zwaar gwüsst,BE
mìr händ mit achze hämmer üs scho müese schtelle,BS
nid wiu er schwuud isch sondern wiu er mängisch so chli,BE
das me gege d amerikhaaner z weenig,BS
und den hets doo eleganti lüt debii ghaa wüsse si die phoole sowisoo,BS
hüt am aabe z wiuderwiu drükmer de de tuume,BE
in gehobenen baaslerkhraisen aigentlig äs isch fascht e burschõase änge,BS
alli die rabatte sìnd umgschtoche woorde ùnd hets härdöpfu ghaa deet,LU
üüberhäupt nie,ZH
uund es isch dänn uf d läbere ggange und,ZH
diräggt in d ofiziirsschuel choo,BS
gieng hüt waarschinlech ou nümmen aber doozmòl ìsch het mer dòò nüüt gwǜsst vo so gwässerverschmuzig,LU
de het mer nächher aber de ìm dienscht het sölig ghaa wo nie hei si rächt,BE
u nä het s gheisse richtung murte vorhär hei mer nid gwüsst wo s häregeit,BE
är isch nie vo de linien ab,LU
d diskusioon,BE
das daa öpper mi z nacht,BE
obwol mi vatter het seer gäärn wagner ghaa,LU
tschuldige si das isch ned gäge sii,LU
nid das isch das isch ja de baud für mii,BE
vor die vo de diräggte psuech wo miir früecher seer oft gmacht händ,BS
aber ob die politisch organisiert gsi sind wäiss ich nööd,ZH
am gliiche taag mir sind zämen ins exame ins mündlig igschtiige,BS
wüu er deet het chönne schwaarz schaffe,BE
han ich es zwüschedjaar iigläit,ZH
und das hät mini schwöschter wo föif jaar elter gsii isch als iich aber äu erscht öppen elf zwölfi,ZH
dänn bin ich zeersch echli als defätischt natüülich daagschtande isch klaar,ZH
si häi mhh vìlìcht doch angscht ghaa sich z üssere wüsse si über e chrieg,BS
u nächhär,BE
aui mögliche nazioone choo hä,BE
hööchschtens wenn es anders land aagriffe wäärdi,BE
nä näi en,ZH
duregschaffet mir hend aarbet ghaa mi maa isch bikant gsii vo de firme,LU
das isch ganz gliich wänn s weezeebuzen isch,ZH
dä ìsch esoo ne liebe aute maa gsìì de de,BE
händ si da mitgmacht oder wääred da hetted da täilgnoo,ZH
und öise inschpiratoor,ZH
drum het me jò gsäit wenn,LU
är isch ou öppe hie und daa ufne,BE
ùnd beschtimti aaforderige gschtelt an die,BS
jaa das isch ez offebaar wie,BE
es isch im i de zwänzgerjaare im entschtaa gsii,ZH
i der erschte woche,LU
s ìsch also nüüt,LU
oder in ängland ainzelni in schweede,BS
het mer daas überhoupt nìd könt ùnd,LU
won in gschèzt het und wo sini sache,BS
jaa ich bi meereri jaare,ZH
usegrüert us us däre bürgerliche gselschaft,ZH
jaa wen allig eppe der,LU
si wüssed khulturbolschewismus hed sich ufe ganz e wiite khulturberich erschtreggt oder so,BS
wos òü besser ghaa hend as mir,LU
mi händ dänn äigendlich no vil überchoo vo deet ä wäret em chrieg,ZH
uf em bou,BE
ooni dases aber en abrupts äraignis gää hetti,BS
die händ die affeversuech gmacht in suschuun am schpanische,BS
um s ander dömmer dänn luäge,LU
aber süsch het me eigenlich nid viu ghöört vo flüchtlinge,BE
ez ìsch nur nò rains glǜk,LU
sibeti oder nünti taag es hät na käi,ZH
und die hät me dänn,ZH
dienscht ghaa und döt isch schwirig gsii z überwache,BE
ùnd die wo vilìcht vo fröntler het mer gredt,LU
hiir schpricht england,LU
die jez mol so,BS
ebe zum biischpiil ich ha ja no nie es ross aaglanget ghaa,ZH
öpis biete esoo uf die art und das ìsch unngläublich gschèzt worde,BS
kabaretischt gsii isch und amel ä so,ZH
nid z letscht tangg eme,BS
wie das gangen isch wais ich au ned uf au fäu hemmeer,LU
heh die hei gschosse,BE
lang lang dene wiisse chrüüz naagloffe und ali die näme gläse,ZH
mer het jò jùden ineglòò mer het jò jùden ineglòò aber alli het mer i gots name nìd chönne,LU
und èr het immer selen i,ZH
ason e chlooschterbrueder wo us ööschtriich het müesse flüchte,BE
empfinde beziungswiis wo mer ufschiint,LU
das hèt uns z dängge gää nìt,BS
füüf jaar schpääter öppen als ii,BE
wo si pholitisiirt häi,BS
ke tualette rìchtig ggaar nüüt,BE
mini eltere händ es zwäifamiliehuus ghaa,ZH
wen ich de ainisch urlòüb ha mues ich halt de go wiitersch mache s gaat en andere wo nid mues i s milidäär,LU
aber si sii natüürlech i hottel gsìì oder oder ii,BE
die händ aifach mit dene kholossaale finanzielle mittel,BS
sìnd zerschtö̀ö̀rt gsì händ nìt die nöötige,BS
u gäu do si de die,BE
mit chinderwäge druffi,BE
sääb nööd aber,ZH
döitschland gseit nei,BE
die ich wais nid ep die na eggsischtiert näüägeri und dernaa isch die unterägeri gsii aso,LU
erziig gwirkt,LU
döt ufe mit em prochne fuess und dä het gschtöönt doo,BE
sondern äu faaneflǜchtigi,BS
au vo soziaaldemokraaten und komunischte,ZH
und tääilwiis vo tüütschfrüntliche,ZH
jä mir sind seer guet oriendiirt woorden ebe als geegegwicht,BS
voorberäitet woorde dass si dän schpö̀ö̀ter mönd iirue iiruke wäns zume chrieg gèèng,ZH
die hend do miesse hai plözlech daa het me dùe scho gsait,LU
u er het müese schtelig anää u mäude u aus u näher hingere louffe u no einisch fǜrechoo,BE
isch aso bis am elfi taag gsii im sumer,ZH
ùnd är isch ja dùe ò òü gäg de vierzge ggange,LU
emol s schloss habsburg wär,LU
ggsait het mer ggsait het mer mer het überhoupt vo dem weenig gredt das jùdeprobleem,LU
wän ich doo nöd soo realisiirt aber mer häts dän glii emal gschpane,ZH
en unglöibige woorden aigentli,BS
jòò i bi intern ggsìì jò,LU
und jez ghööred miir am raadio,ZH
das du d mueter mìt duu aaredtsch,LU
wie het me gsäit,BS
aso alaarm ùnd de het me si de ghöört obedüre gòò,LU
und dänn sind volkstänz tanzed woorde,ZH
er het kei rächt ghaa,BE
und süsch aui mögliche schiggaane,BE
und ich han em wider müse säge jaa luged si also wänn sii,ZH
das het mer irgendwie so ghöört,LU
mit iiboubaad damaals und ales zäme,ZH
und no sait er jajaa d fròü bliibt de daa und der maa gaat de det hintere,LU
und soo isch mer dän äigentlich am zwäite dezämber i die chriegsmobiilmachig,ZH
a zwee drüü ponkte gsee,LU
russland uusgrichtet gsii,ZH
das liechti maschinegweer wo mer na im vierevierzgi na ghaa hät,ZH
aber das deet chönt i ez fasch nüüt drüber säge,ZH
ùnd gliich ìschs mir ggange mit em broot,LU
es e bueb gschlaage oder nie nie nie,BS
ìch muesse häim schike mitsamt em buscheli,BS
ganz genau in erinnerung isch,BE
de het mer die müesse schteuue de si sii viu choo wo,BE
worum das verbotte isch ezetera da isch der hugo gsi banggdiräggder,BS
be der umschtellig me hend de emmer gärn zmettag nachrichte glost und de isch de prefekt cho und het üs d nachrichten igschalte im,LU
jaa das isch immer grüen,BE
norichtezentrale tätig isch und dass me denn in erschter linie und das wämme die ned sälber verwütscht,BS
khompaniischeff vom hitler gsi isch,BS
wo me übechunt mi händ öis,ZH
händ überläbt deet,ZH
ch ha s gärn gmacht mus es säge,ZH
aber er überchöm,BE
mir hei der schueukomandant de oberscht schänker,BE
dass enziet sich mine khentniss ich chönts zwòòr hütte nò uusfindig mache er woont nèmlig dòò i dr nööchi,BS
vom gaas gredt vom sèmfgaas ùnd vo dèm züg,LU
